Serial,Symbol,Company Name,Screener Stock Symbol,Screener Stock Url
277,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,CHOLAHLDNG,https://www.screener.in/company/CHOLAHLDNG/consolidated/
278,IRCON,Ircon International Limited,IRCON,https://www.screener.in/company/IRCON/consolidated/
279,SKFINDIA,SKF India Limited,SKFINDIA,https://www.screener.in/company/SKFINDIA/
280,BSOFT,BIRLASOFT LIMITED,BSOFT,https://www.screener.in/company/BSOFT/consolidated/
281,ASTERDM,Aster DM Healthcare Limited,ASTERDM,https://www.screener.in/company/ASTERDM/consolidated/
282,RELAXO,Relaxo Footwears Limited,RELAXO,https://www.screener.in/company/RELAXO/
283,SONATSOFTW,Sonata Software Limited,SONATSOFTW,https://www.screener.in/company/SONATSOFTW/consolidated/
284,GSPL,Gujarat State Petronet Limited,GSPL,https://www.screener.in/company/GSPL/consolidated/
285,RATNAMANI,Ratnamani Metals & Tubes Limited,RATNAMANI,https://www.screener.in/company/RATNAMANI/consolidated/
286,ABFRL,Aditya Birla Fashion and Retail Limited,ABFRL,https://www.screener.in/company/ABFRL/consolidated/
287,APLLTD,Alembic Pharmaceuticals Limited,APLLTD,https://www.screener.in/company/APLLTD/consolidated/
288,PFIZER,Pfizer Limited,PFIZER,https://www.screener.in/company/PFIZER/
289,RAMCOCEM,The Ramco Cements Limited,RAMCOCEM,https://www.screener.in/company/RAMCOCEM/consolidated/
290,SIGNATURE,Signatureglobal (India) Limited,SIGNATURE,https://www.screener.in/company/SIGNATURE/consolidated/
291,PEL,Piramal Enterprises Limited,PEL,https://www.screener.in/company/PEL/consolidated/
292,ELGIEQUIP,Elgi Equipments Limited,ELGIEQUIP,https://www.screener.in/company/ELGIEQUIP/consolidated/
293,LALPATHLAB,Dr. Lal Path Labs Ltd.,LALPATHLAB,https://www.screener.in/company/LALPATHLAB/consolidated/
294,EMAMILTD,Emami Limited,EMAMILTD,https://www.screener.in/company/EMAMILTD/consolidated/
295,SANOFI,Sanofi India Limited,SANOFI,https://www.screener.in/company/SANOFI/
296,JYOTICNC,Jyoti CNC Automation Limited,JYOTICNC,https://www.screener.in/company/JYOTICNC/consolidated/
297,TRIDENT,Trident Limited,TRIDENT,https://www.screener.in/company/TRIDENT/consolidated/
298,CASTROLIND,Castrol India Limited,CASTROLIND,https://www.screener.in/company/CASTROLIND/
299,KAJARIACER,Kajaria Ceramics Limited,KAJARIACER,https://www.screener.in/company/KAJARIACER/consolidated/
300,KAYNES,Kaynes Technology India Limited,KAYNES,https://www.screener.in/company/KAYNES/consolidated/
301,CENTURYTEX,Century Textiles & Industries Limited,CENTURYTEX,https://www.screener.in/company/CENTURYTEX/consolidated/
302,CHALET,Chalet Hotels Limited,CHALET,https://www.screener.in/company/CHALET/consolidated/
303,DEVYANI,Devyani International Limited,DEVYANI,https://www.screener.in/company/DEVYANI/consolidated/
304,CDSL,Central Depository Services (India) Limited,CDSL,https://www.screener.in/company/CDSL/consolidated/
305,KEC,KEC International Limited,KEC,https://www.screener.in/company/KEC/consolidated/
306,SCHNEIDER,Schneider Electric Infrastructure Limited,SCHNEIDER,https://www.screener.in/company/SCHNEIDER/
307,IDFC,IDFC Limited,IDFCFIRSTB,https://www.screener.in/company/IDFCFIRSTB/consolidated/
308,BATAINDIA,Bata India Limited,BATAINDIA,https://www.screener.in/company/BATAINDIA/consolidated/
309,CIEINDIA,CIE Automotive India Limited,CIEINDIA,https://www.screener.in/company/CIEINDIA/consolidated/
310,KPIL,Kalpataru Projects International Limited,KPIL,https://www.screener.in/company/KPIL/consolidated/
311,RRKABEL,R R Kabel Limited,RRKABEL,https://www.screener.in/company/RRKABEL/
312,SUMICHEM,Sumitomo Chemical India Limited,SUMICHEM,https://www.screener.in/company/SUMICHEM/
313,NATCOPHARM,Natco Pharma Limited,NATCOPHARM,https://www.screener.in/company/NATCOPHARM/consolidated/
314,SUVENPHAR,Suven Pharmaceuticals Limited,SUVENPHAR,https://www.screener.in/company/SUVENPHAR/consolidated/
315,CROMPTON,Crompton Greaves Consumer Electricals Limited,CROMPTON,https://www.screener.in/company/CROMPTON/consolidated/
316,TRITURBINE,Triveni Turbine Limited,TRITURBINE,https://www.screener.in/company/TRITURBINE/consolidated/
317,PPLPHARMA,Piramal Pharma Limited,PPLPHARMA,https://www.screener.in/company/PPLPHARMA/consolidated/
318,INOXWIND,Inox Wind Limited,INOXWIND,https://www.screener.in/company/INOXWIND/consolidated/
319,ACE,Action Construction Equipment Limited,531525,https://www.screener.in/company/531525/consolidated/
320,ATUL,Atul Limited,ATUL,https://www.screener.in/company/ATUL/consolidated/
322,TVSHLTD,TVS Holdings Limited,TVSHLTD,https://www.screener.in/company/TVSHLTD/consolidated/
323,SHYAMMETL,Shyam Metalics and Energy Limited,SHYAMMETL,https://www.screener.in/company/SHYAMMETL/consolidated/
324,NUVAMA,Nuvama Wealth Management Limited,NUVAMA,https://www.screener.in/company/NUVAMA/consolidated/
325,KIMS,Krishna Institute of Medical Sciences Limited,KIMS,https://www.screener.in/company/KIMS/consolidated/
326,CELLO,Cello World Limited,CELLO,https://www.screener.in/company/CELLO/consolidated/
327,PNBHOUSING,PNB Housing Finance Limited,PNBHOUSING,https://www.screener.in/company/PNBHOUSING/
328,REDINGTON,Redington Limited,REDINGTON,https://www.screener.in/company/REDINGTON/consolidated/
329,LAXMIMACH,Lakshmi Machine Works Limited,LAXMIMACH,https://www.screener.in/company/LAXMIMACH/consolidated/
330,JYOTHYLAB,Jyothy Labs Limited,JYOTHYLAB,https://www.screener.in/company/JYOTHYLAB/consolidated/
331,CESC,CESC Limited,CESC,https://www.screener.in/company/CESC/consolidated/
332,GODFRYPHLP,Godfrey Phillips India Limited,GODFRYPHLP,https://www.screener.in/company/GODFRYPHLP/consolidated/
333,NSLNISP,NMDC Steel Limited,NSLNISP,https://www.screener.in/company/NSLNISP/
334,RITES,RITES Limited,RITES,https://www.screener.in/company/RITES/consolidated/
335,CONCORDBIO,Concord Biotech Limited,CONCORDBIO,https://www.screener.in/company/CONCORDBIO/
336,INDIAMART,Indiamart Intermesh Limited,INDIAMART,https://www.screener.in/company/INDIAMART/consolidated/
337,AEGISCHEM,Aegis Logistics Limited,AEGISLOG,https://www.screener.in/company/AEGISLOG/consolidated/
338,OLECTRA,Olectra Greentech Limited,OLECTRA,https://www.screener.in/company/OLECTRA/consolidated/
339,WHIRLPOOL,Whirlpool of India Limited,WHIRLPOOL,https://www.screener.in/company/WHIRLPOOL/
340,ANANDRATHI,Anand Rathi Wealth Limited,ANANDRATHI,https://www.screener.in/company/ANANDRATHI/consolidated/
341,NAVINFLUOR,Navin Fluorine International Limited,NAVINFLUOR,https://www.screener.in/company/NAVINFLUOR/consolidated/
342,JWL,Jupiter Wagons Limited,JWL,https://www.screener.in/company/JWL/
343,APTUS,Aptus Value Housing Finance India Limited,APTUS,https://www.screener.in/company/APTUS/consolidated/
344,FINCABLES,Finolex Cables Limited,FINCABLES,https://www.screener.in/company/FINCABLES/consolidated/
345,FINPIPE,Finolex Industries Limited,FINPIPE,https://www.screener.in/company/FINPIPE/
346,POLYMED,Poly Medicure Limited,POLYMED,https://www.screener.in/company/POLYMED/consolidated/
347,VINATIORGA,Vinati Organics Limited,VINATIORGA,https://www.screener.in/company/VINATIORGA/
348,INTELLECT,Intellect Design Arena Limited,INTELLECT,https://www.screener.in/company/INTELLECT/consolidated/
349,JAIBALAJI,Jai Balaji Industries Limited,JAIBALAJI,https://www.screener.in/company/JAIBALAJI/consolidated/
350,J&KBANK,The Jammu & Kashmir Bank Limited,JSWSTEEL,https://www.screener.in/company/JSWSTEEL/consolidated/
351,KARURVYSYA,Karur Vysya Bank Limited,KARURVYSYA,https://www.screener.in/company/KARURVYSYA/
352,BLUEDART,Blue Dart Express Limited,BLUEDART,https://www.screener.in/company/BLUEDART/consolidated/
353,MANAPPURAM,Manappuram Finance Limited,MANAPPURAM,https://www.screener.in/company/MANAPPURAM/consolidated/
354,AFFLE,Affle (India) Limited,AFFLE,https://www.screener.in/company/AFFLE/consolidated/
355,NCC,NCC Limited,NCC,https://www.screener.in/company/NCC/consolidated/
356,RBLBANK,RBL Bank Limited,RBLBANK,https://www.screener.in/company/RBLBANK/
357,TTML,Tata Teleservices (Maharashtra) Limited,TTML,https://www.screener.in/company/TTML/
358,BASF,BASF India Limited,BASF,https://www.screener.in/company/BASF/
359,VGUARD,V-Guard Industries Limited,VGUARD,https://www.screener.in/company/VGUARD/
360,CAMS,Computer Age Management Services Limited,CAMS,https://www.screener.in/company/CAMS/consolidated/
361,GESHIP,The Great Eastern Shipping Company Limited,GESHIP,https://www.screener.in/company/GESHIP/consolidated/
362,CENTURYPLY,Century Plyboards (India) Limited,CENTURYPLY,https://www.screener.in/company/CENTURYPLY/consolidated/
363,CLEAN,Clean Science and Technology Limited,CLEAN,https://www.screener.in/company/CLEAN/consolidated/
364,JINDALSAW,Jindal Saw Limited,JINDALSAW,https://www.screener.in/company/JINDALSAW/consolidated/
365,FSL,Firstsource Solutions Limited,FSL,https://www.screener.in/company/FSL/consolidated/
366,ZENSARTECH,Zensar Technologies Limited,ZENSARTECH,https://www.screener.in/company/ZENSARTECH/consolidated/
367,SOBHA,Sobha Limited,SOBHA,https://www.screener.in/company/SOBHA/consolidated/
368,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,CHAMBLFERT,https://www.screener.in/company/CHAMBLFERT/consolidated/
369,DATAPATTNS,Data Patterns (India) Limited,DATAPATTNS,https://www.screener.in/company/DATAPATTNS/
370,CHENNPETRO,Chennai Petroleum Corporation Limited,CHENNPETRO,https://www.screener.in/company/CHENNPETRO/
371,WELCORP,Welspun Corp Limited,WELCORP,https://www.screener.in/company/WELCORP/consolidated/
372,MGL,Mahanagar Gas Limited,MGL,https://www.screener.in/company/MGL/
373,KSB,Ksb Limited,KSB,https://www.screener.in/company/KSB/consolidated/
374,WELSPUNLIV,Welspun Living Limited,WELSPUNLIV,https://www.screener.in/company/WELSPUNLIV/consolidated/
375,HSCL,Himadri Speciality Chemical Limited,HSCL,https://www.screener.in/company/HSCL/consolidated/
376,DCMSHRIRAM,DCM Shriram Limited,DCMSHRIRAM,https://www.screener.in/company/DCMSHRIRAM/consolidated/
377,ASTRAZEN,AstraZeneca Pharma India Limited,ASTRAZEN,https://www.screener.in/company/ASTRAZEN/
378,ZEEL,Zee Entertainment Enterprises Limited,ZEEL,https://www.screener.in/company/ZEEL/consolidated/
379,BEML,BEML Limited,BEML,https://www.screener.in/company/BEML/consolidated/
380,HFCL,HFCL Limited,HFCL,https://www.screener.in/company/HFCL/consolidated/
381,RAINBOW,Rainbow Childrens Medicare Limited,RAINBOW,https://www.screener.in/company/RAINBOW/consolidated/
382,ABSLAMC,Aditya Birla Sun Life AMC Limited,ABSLAMC,https://www.screener.in/company/ABSLAMC/consolidated/
383,HONASA,Honasa Consumer Limited,HONASA,https://www.screener.in/company/HONASA/
384,ASAHIINDIA,Asahi India Glass Limited,ASAHIINDIA,https://www.screener.in/company/ASAHIINDIA/consolidated/
385,PVRINOX,PVR INOX Limited,PVRINOX,https://www.screener.in/company/PVRINOX/consolidated/
386,ARE&M,Amara Raja Energy & Mobility Limited,526851,https://www.screener.in/company/526851/
387,IIFL,IIFL Finance Limited,IIFL,https://www.screener.in/company/IIFL/consolidated/
388,BLS,BLS International Services Limited,BLS,https://www.screener.in/company/BLS/consolidated/
389,ALOKINDS,Alok Industries Limited,ALOKINDS,https://www.screener.in/company/ALOKINDS/consolidated/
390,VTL,Vardhman Textiles Limited,VTL,https://www.screener.in/company/VTL/consolidated/
391,GRINFRA,G R Infraprojects Limited,GRINFRA,https://www.screener.in/company/GRINFRA/consolidated/
392,HBLPOWER,HBL Power Systems Limited,HBLPOWER,https://www.screener.in/company/HBLPOWER/consolidated/
393,WESTLIFE,WESTLIFE FOODWORLD LIMITED,WESTLIFE,https://www.screener.in/company/WESTLIFE/consolidated/
394,RKFORGE,Ramkrishna Forgings Limited,RKFORGE,https://www.screener.in/company/RKFORGE/consolidated/
395,KIRLOSENG,Kirloskar Oil Engines Limited,KIRLOSENG,https://www.screener.in/company/KIRLOSENG/consolidated/
396,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,https://www.screener.in/company/TITAGARH/consolidated/
397,FINEORG,Fine Organic Industries Limited,FINEORG,https://www.screener.in/company/FINEORG/
398,AMBER,Amber Enterprises India Limited,AMBER,https://www.screener.in/company/AMBER/consolidated/
399,BIKAJI,Bikaji Foods International Limited,BIKAJI,https://www.screener.in/company/BIKAJI/
400,SWSOLAR,Sterling and Wilson Renewable Energy Limited,SWSOLAR,https://www.screener.in/company/SWSOLAR/consolidated/
401,RAYMOND,Raymond Limited,RAYMONDLSL,https://www.screener.in/company/RAYMONDLSL/
402,IEX,Indian Energy Exchange Limited,IEX,https://www.screener.in/company/IEX/
403,SPARC,Sun Pharma Advanced Research Company Limited,SPARC,https://www.screener.in/company/SPARC/
404,GRAPHITE,Graphite India Limited,GRAPHITE,https://www.screener.in/company/GRAPHITE/consolidated/
405,SPLPETRO,Supreme Petrochem Limited,SPLPETRO,https://www.screener.in/company/SPLPETRO/
406,RAILTEL,Railtel Corporation Of India Limited,RAILTEL,https://www.screener.in/company/RAILTEL/
407,INGERRAND,Ingersoll Rand (India) Limited,INGERRAND,https://www.screener.in/company/INGERRAND/
408,ECLERX,eClerx Services Limited,ECLERX,https://www.screener.in/company/ECLERX/consolidated/
409,JUNIPER,Juniper Hotels Limited,JUNIPER,https://www.screener.in/company/JUNIPER/consolidated/
410,ERIS,Eris Lifesciences Limited,ERIS,https://www.screener.in/company/ERIS/consolidated/
411,RHIM,RHI MAGNESITA INDIA LIMITED,RHIM,https://www.screener.in/company/RHIM/consolidated/
412,ENGINERSIN,Engineers India Limited,ENGINERSIN,https://www.screener.in/company/ENGINERSIN/consolidated/
413,MAHSEAMLES,Maharashtra Seamless Limited,MAHSEAMLES,https://www.screener.in/company/MAHSEAMLES/consolidated/
414,HAPPSTMNDS,Happiest Minds Technologies Limited,HAPPSTMNDS,https://www.screener.in/company/HAPPSTMNDS/
415,JKTYRE,JK Tyre & Industries Limited,JKTYRE,https://www.screener.in/company/JKTYRE/consolidated/
416,TEJASNET,Tejas Networks Limited,TEJASNET,https://www.screener.in/company/TEJASNET/consolidated/
417,PNCINFRA,PNC Infratech Limited,PNCINFRA,https://www.screener.in/company/PNCINFRA/consolidated/
418,NEWGEN,Newgen Software Technologies Limited,NEWGEN,https://www.screener.in/company/NEWGEN/
419,INOXINDIA,INOX India Limited,INOXINDIA,https://www.screener.in/company/INOXINDIA/consolidated/
420,TANLA,Tanla Platforms Limited,TANLA,https://www.screener.in/company/TANLA/consolidated/
421,BIRLACORPN,Birla Corporation Limited,BIRLACORPN,https://www.screener.in/company/BIRLACORPN/consolidated/
422,BBTC,Bombay Burmah Trading Corporation Limited,BBTC,https://www.screener.in/company/BBTC/consolidated/
423,GMDCLTD,Gujarat Mineral Development Corporation Limited,GMDCLTD,https://www.screener.in/company/GMDCLTD/consolidated/
424,NUVOCO,Nuvoco Vistas Corporation Limited,NUVOCO,https://www.screener.in/company/NUVOCO/consolidated/
425,AKZOINDIA,Akzo Nobel India Limited,AKZOINDIA,https://www.screener.in/company/AKZOINDIA/
426,CEATLTD,CEAT Limited,CEATLTD,https://www.screener.in/company/CEATLTD/consolidated/
427,RPOWER,Reliance Power Limited,RPOWER,https://www.screener.in/company/RPOWER/consolidated/
428,RELINFRA,Reliance Infrastructure Limited,RELINFRA,https://www.screener.in/company/RELINFRA/consolidated/
429,GPIL,Godawari Power And Ispat limited,GPIL,https://www.screener.in/company/GPIL/consolidated/
430,ELECON,Elecon Engineering Company Limited,ELECON,https://www.screener.in/company/ELECON/consolidated/
431,ANANTRAJ,Anant Raj Limited,ANANTRAJ,https://www.screener.in/company/ANANTRAJ/consolidated/
432,ELECTCAST,Electrosteel Castings Limited,ELECTCAST,https://www.screener.in/company/ELECTCAST/consolidated/
433,DBREALTY,D B Realty Limited,DBREALTY,https://www.screener.in/company/DBREALTY/consolidated/
434,EQUITASBNK,Equitas Small Finance Bank Limited,EQUITASBNK,https://www.screener.in/company/EQUITASBNK/
435,KFINTECH,Kfin Technologies Limited,KFINTECH,https://www.screener.in/company/KFINTECH/consolidated/
436,BAJAJELEC,Bajaj Electricals Limited,BAJAJELEC,https://www.screener.in/company/BAJAJELEC/
437,LATENTVIEW,Latent View Analytics Limited,LATENTVIEW,https://www.screener.in/company/LATENTVIEW/consolidated/
438,JPPOWER,Jaiprakash Power Ventures Limited,JPPOWER,https://www.screener.in/company/JPPOWER/consolidated/
439,GRANULES,Granules India Limited,GRANULES,https://www.screener.in/company/GRANULES/consolidated/
440,AAVAS,Aavas Financiers Limited,AAVAS,https://www.screener.in/company/AAVAS/
441,AETHER,Aether Industries Limited,AETHER,https://www.screener.in/company/AETHER/
442,UTIAMC,UTI Asset Management Company Limited,UTIAMC,https://www.screener.in/company/UTIAMC/consolidated/
443,LEMONTREE,Lemon Tree Hotels Limited,LEMONTREE,https://www.screener.in/company/LEMONTREE/consolidated/
444,JKLAKSHMI,JK Lakshmi Cement Limited,JKLAKSHMI,https://www.screener.in/company/JKLAKSHMI/consolidated/
445,GPPL,Gujarat Pipavav Port Limited,GPPL,https://www.screener.in/company/GPPL/consolidated/
446,SFL,Sheela Foam Limited,SFL,https://www.screener.in/company/SFL/consolidated/
447,PCBL,PCBL LIMITED,PCBL,https://www.screener.in/company/PCBL/consolidated/
448,MAPMYINDIA,C.E. Info Systems Limited,MAPMYINDIA,https://www.screener.in/company/MAPMYINDIA/consolidated/
449,ROUTE,ROUTE MOBILE LIMITED,ROUTE,https://www.screener.in/company/ROUTE/consolidated/
450,CANFINHOME,Can Fin Homes Limited,CANFINHOME,https://www.screener.in/company/CANFINHOME/
451,CUB,City Union Bank Limited,CUBEXTUB,https://www.screener.in/company/CUBEXTUB/
452,SAPPHIRE,Sapphire Foods India Limited,SAPPHIRE,https://www.screener.in/company/SAPPHIRE/consolidated/
453,CAPLIPOINT,Caplin Point Laboratories Limited,CAPLIPOINT,https://www.screener.in/company/CAPLIPOINT/consolidated/
454,MINDACORP,Minda Corporation Limited,MINDACORP,https://www.screener.in/company/MINDACORP/consolidated/
455,MMTC,MMTC Limited,MMTC,https://www.screener.in/company/MMTC/consolidated/
456,PTCIL,PTC Industries Limited,PTCIL,https://www.screener.in/company/PTCIL/consolidated/
457,IFCI,IFCI Limited,IFCI,https://www.screener.in/company/IFCI/consolidated/
458,PRAJIND,Praj Industries Limited,PRAJIND,https://www.screener.in/company/PRAJIND/consolidated/
459,VOLTAMP,Voltamp Transformers Limited,VOLTAMP,https://www.screener.in/company/VOLTAMP/
460,SCI,Shipping Corporation Of India Limited,SCI,https://www.screener.in/company/SCI/
461,USHAMART,Usha Martin Limited,USHAMART,https://www.screener.in/company/USHAMART/consolidated/
462,EIDPARRY,EID Parry India Limited,EIDPARRY,https://www.screener.in/company/EIDPARRY/consolidated/
463,RTNINDIA,RattanIndia Enterprises Limited,RTNINDIA,https://www.screener.in/company/RTNINDIA/consolidated/
464,ANURAS,Anupam Rasayan India Limited,ANURAS,https://www.screener.in/company/ANURAS/consolidated/
465,GLS,Glenmark Life Sciences Limited,GLS,https://www.screener.in/company/GLS/
466,DOMS,DOMS Industries Limited,DOMS,https://www.screener.in/company/DOMS/consolidated/
467,INFIBEAM,Infibeam Avenues Limited,INFIBEAM,https://www.screener.in/company/INFIBEAM/consolidated/
468,FORCEMOT,FORCE MOTORS LTD,FORCEMOT,https://www.screener.in/company/FORCEMOT/consolidated/
469,ZYDUSWELL,Zydus Wellness Limited,ZYDUSWELL,https://www.screener.in/company/ZYDUSWELL/consolidated/
